"","Year","Species","DetFun","Key","Adjust","Covar","Label","N","n_se","n_cv","n_lcl","n_ucl","D","d_se","d_cv","d_lcl","d_ucl"
"1","2010","GAU","pooled","Hn","NA","NA","Grp",339.853290067458,213.323254461045,0.627692185703727,106.311207899007,1086.43539145372,0.180773026631627,0.113469816202684,0.627692185703727,0.0565485148398975,0.577891165666873
"2","2011","GAU","pooled","Hn","NA","NA","Grp",254.183901158487,176.623645095607,0.694865584683429,71.6348017718159,901.928308728389,0.135204202743876,0.0939487473912803,0.694865584683429,0.0381036179637319,0.479749100387441
"3","2013","GAU","pooled","Hn","NA","NA","Grp",66.2051863767776,47.3681183629623,0.715474435694321,18.0876239160098,242.327390459741,0.0352155246684987,0.0251958076398736,0.715474435694321,0.00962107655106904,0.128897548116883
"4","2014","GAU","pooled","Hn","NA","NA","Grp",226.568860044972,107.123603308475,0.4728081488657,91.8084339961418,559.136520553607,0.120515351087751,0.0569806400576996,0.4728081488657,0.0488342734022031,0.297413042847663
"5","2016","GAU","pooled","Hn","NA","NA","Grp",0,0,0,0,0,0,0,0,0,0
"6","2018","GAU","pooled","Hn","NA","NA","Grp",65.3564019360497,46.7843445328085,0.715834151619704,17.8461262221616,239.349381532565,0.0347640435830051,0.0248852896451109,0.715834151619704,0.00949262033093703,0.127313500815194
"7","2020","GAU","pooled","Hn","NA","NA","Grp",32.6782009680248,33.093458348585,1.01270747373659,5.981178529115,178.537526226395,0.0173820217915026,0.0176029033769069,1.01270747373659,0.00318147794101862,0.094966769269359
"8","2010","GAU","pooled","Hn","NA","NA","Ind",496.708654713977,348.084757673044,0.700782550031233,138.734934517362,1778.35156318825,0.264206731230839,0.185151466847364,0.700782550031233,0.0737951779347668,0.945931682546941
"9","2011","GAU","pooled","Hn","NA","NA","Ind",762.55170347546,623.680744043222,0.817886500286721,179.710426928085,3235.67814296062,0.405612608231628,0.331745076618735,0.817886500286721,0.0955906526213219,1.72110539519182
"10","2013","GAU","pooled","Hn","NA","NA","Ind",66.2051863767776,47.3681183629623,0.715474435694321,18.0876239160098,242.327390459741,0.0352155246684987,0.0251958076398736,0.715474435694321,0.00962107655106904,0.128897548116883
"11","2014","GAU","pooled","Hn","NA","NA","Ind",453.137720089944,257.036297875814,0.567236596028233,156.343572769791,1313.34975740037,0.241030702175502,0.136721435040327,0.567236596028233,0.0831614748775485,0.698590296489559
"12","2016","GAU","pooled","Hn","NA","NA","Ind",0,0,0,0,0,0,0,0,0,0
"13","2018","GAU","pooled","Hn","NA","NA","Ind",130.712803872099,104.628068040902,0.800442381629878,31.5665134648185,541.264625729047,0.0695280871660103,0.0556532276813311,0.800442381629878,0.0167906986514992,0.287906715813323
"14","2020","GAU","pooled","Hn","NA","NA","Ind",32.6782009680248,33.093458348585,1.01270747373659,5.981178529115,178.537526226395,0.0173820217915026,0.0176029033769069,1.01270747373659,0.00318147794101862,0.094966769269359
